Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(9.664965486824588-2.408626265830007j),(-5.1207015200417825+1.7901755935932346j),(-1.8741756438912347+0.4768165066862906j),(0.7299356743034586-0.29430225175111935j),(-3.3857585879032612+0.6227840419502482j),(2.8714413454685364-1.3865476863323423j),(7.475363089668123-1.4648997067335987j),(0.1892807009911479-0.24453953567606845j),(-12.969739028380312+2.474311593920568j),(-1.7097385726938077+0.4242377330667586j),(4.836126509635639-1.2407133817041327j),111.9
(9.665324302673767-2.3999236852639854j),(-5.115910348305826+1.7781394049034809j),(-1.877989377598638+0.47550669298480663j),(0.7300525525866313-0.2977609371972054j),(-3.3850251072821504+0.6157339026808799j),(2.872183330453119-1.3740692487472614j),(7.474453839580714-1.4572122565837695j),(0.1798591610675011-0.24439283864010708j),(-12.9719693625891+2.459557165991029j),(-1.7097647780451979+0.42282908764849836j),(4.83475659884045-1.2294253650038565j),112.0
(9.669270407804264-2.384134278363007j),(-5.120720739961627+1.7620679888216841j),(-1.8917129528004644+0.4865892188838785j),(0.7363673118643987-0.2982137878256701j),(-3.3892642506331883+0.6092921677865633j),(2.870283570031802-1.3607371771645376j),(7.479861895195018-1.4424448979506224j),(0.17408573163433516-0.22971000900534477j),(-12.964487962841575+2.4480877232829243j),(-1.7151868896948201+0.4165138982202281j),(4.827708472445126-1.2219674694404343j),112.10000000000001
(9.658757841455145-2.3587857468335613j),(-5.121504435210774+1.7522119753964205j),(-1.8974584784322879+0.46615835345603784j),(0.7480450904291196-0.300824777851183j),(-3.388725711110226+0.6220863853107979j),(2.8670036140597297-1.3510786636450671j),(7.476200277356746-1.4357716849376487j),(0.18118843067892954-0.2690164504507493j),(-12.973228077965317+2.4362193382264294j),(-1.716100711845698+0.4125864871272107j),(4.8216613478231345-1.2401512164419088j),112.2
(9.684776605190864-2.353248264540852j),(-5.121074727917456+1.7420090455461192j),(-1.8679425873425188+0.46725297273677313j),(0.7279338334316137-0.2874130465333051j),(-3.382082462576058+0.6110680201793386j),(2.872949378746572-1.3376781150780346j),(7.485155382368777-1.4209051408877627j),(0.13739932078796357-0.2665736539623609j),(-12.974271018443574+2.413600505058909j),(-1.7094738300153587+0.43468016166555046j),(4.846700760680111-1.2169024981641456j),112.30000000000001
(9.683580529966896-2.319986127766242j),(-5.122658974536662+1.7369593616142112j),(-1.886591669579579+0.4138175517064653j),(0.7280923538279467-0.2734055204295771j),(-3.3878097636798454+0.6061570436753918j),(2.845856577588909-1.336551766256873j),(7.442917193512228-1.4221619295554397j),(0.2145987020664748-0.22408084944618167j),(-12.977416669817114+2.391766401048333j),(-1.6980368990522017+0.4102664432045877j),(4.8178811235967185-1.1648238386810696j),112.4
(9.688553251191571-2.261239785944343j),(-5.130260003723347+1.7200993328522278j),(-1.9325851098919884+0.42800556429125436j),(0.7529853846088521-0.2824974510672078j),(-3.396715113496219+0.5777896807379221j),(2.86978117830407-1.3055595002675346j),(7.476853605802987-1.3744075344163171j),(0.1709345964757123-0.24625165519361225j),(-12.961534811142329+2.3901312010029105j),(-1.6622400995956665+0.40085790555334455j),(4.851543026055467-1.158039657064748j),112.5
(9.61877048440612-2.3085308067193004j),(-5.1326036267765005+1.7005130245020865j),(-1.9049458869251197+0.44979146983249985j),(0.7120398959674077-0.29255147788999203j),(-3.3685054328840285+0.5985312921308945j),(2.864915179326463-1.3430102381027353j),(7.43680293536638-1.417605899842397j),(0.2210060858216103-0.2588555386249496j),(-12.938189552308685+2.383992277310817j),(-1.7392678481716466+0.3855003600949831j),(4.898920339092006-1.1917079549630394j),112.60000000000001
(9.719973607431129-2.2890900535808605j),(-5.111340336721412+1.7212911103957733j),(-1.9036519678505108+0.3752064016411225j),(0.7569835025201428-0.26785970368414036j),(-3.372858464069175+0.5699780624276043j),(2.9160627318488466-1.329294988678022j),(7.4783114683328415-1.397893043735154j),(0.10817647934161556-0.27422148104381705j),(-12.979495818658677+2.40064416138501j),(-1.7133567491060084+0.3901797008378054j),(4.819963910668891-1.1318095550733709j),112.7
(9.611982983806996-2.241048784491113j),(-5.113923489259065+1.7236671703787856j),(-1.9020486956490146+0.4363829541560307j),(0.7266502361604332-0.2812037900952191j),(-3.368307419998125+0.5934966185051778j),(2.862675858907439-1.3383136528398012j),(7.44266911732122-1.3381818586243917j),(0.1477127769870883-0.24113283682418185j),(-13.006015179188353+2.318349602672839j),(-1.6742699145912283+0.4372390289777037j),(4.853605974452997-1.145322944793718j),112.80000000000001
(9.751099440969577-2.2828561118960664j),(-5.145885714521853+1.6494597363222923j),(-1.8886205341907978+0.4434343749957588j),(0.7743061916724443-0.3077027959204166j),(-3.389482189440015+0.5845006822985965j),(2.9240928038080694-1.2539365279070145j),(7.44187122140346-1.3907381864721842j),(0.22295425290345783-0.227827899882044j),(-13.000270450378835+2.3580927746690357j),(-1.676827790045114+0.39776130183422964j),(4.827550391457983-1.121449109114657j),112.9
(9.677694560131954-2.2320714984579126j),(-5.090516657344391+1.7145466625810748j),(-1.89731728578381+0.4743897423627885j),(0.7220426947640171-0.2401795719293176j),(-3.41387245088219+0.5509695004884989j),(2.8981948293460427-1.2355144627959422j),(7.474238259463931-1.4339071465762814j),(0.19478169231651776-0.16466634214503628j),(-12.956511232365282+2.3468873780980894j),(-1.6984077363063936+0.3546887743193672j),(4.81849630476815-1.159324759266518j),113.0
(9.653862007914576-2.1639148381087416j),(-5.1683851707379205+1.635079353230573j),(-1.8889050850224294+0.5660233546742433j),(0.7363334561984622-0.2539098477930217j),(-3.3682325402195374+0.5850150464806934j),(2.8714466596381403-1.240654202650802j),(7.495598764301931-1.3856269212197745j),(0.14451183549837765-0.291933078189075j),(-12.960811846180873+2.3468982605411632j),(-1.7563759621940935+0.3591296718395913j),(4.795188168959388-1.1665519199624157j),113.10000000000001
(9.70283849975911-2.2762207844218665j),(-5.103294549669869+1.6490476244450933j),(-1.8500854160382758+0.48591193784860565j),(0.7197940790716117-0.2620802612348764j),(-3.3689831940077806+0.5348009286054491j),(2.867882111251916-1.2512895774675385j),(7.435287351042774-1.3749992554538557j),(0.20571734670178854-0.2169124913521756j),(-12.913116647997786+2.230437347281697j),(-1.6851393396082557+0.39991878888028864j),(4.898096262461522-1.1582987353505843j),113.2
(9.588738015544699-2.246050190107937j),(-5.223183444315637+1.5872601473770853j),(-1.8103094257829682+0.4015722618079552j),(0.7085031860095139-0.2803401959309957j),(-3.3572898227694044+0.580130246095738j),(2.8780958263740244-1.2357185216879998j),(7.447552912954425-1.3741255909592809j),(0.03792967260203506-0.1737879489632519j),(-13.020958907249328+2.250472339505535j),(-1.7243706333368998+0.42340383150158445j),(4.869078682348963-1.1960021492733022j),113.30000000000001
(9.72225003194957-2.2096768990085103j),(-5.247169841523032+1.661992744636244j),(-1.789204068890058+0.43298835288611315j),(0.737441960493884-0.2703306020517484j),(-3.3569859487879015+0.519574733952826j),(2.956523846689863-1.271310327884514j),(7.446650806457438-1.3071151120223732j),(0.15614114526726297-0.15985481283288294j),(-12.98251042211837+2.239198172987301j),(-1.7447134286268104+0.4126018647384537j),(4.7911474093017645-1.1378108776253129j),113.4
(9.706190356526259-2.1124625887217263j),(-5.191438531191086+1.6451064235615505j),(-1.9792517238656622+0.40312614429797833j),(0.7830851172060225-0.25984426305451613j),(-3.3696478101851035+0.5771382805008196j),(2.837962183718105-1.1726919132426588j),(7.459094569067728-1.3020626551066563j),(0.20239786204993582-0.18234975711861878j),(-12.950351806304912+2.249051705917574j),(-1.687932876317472+0.38267856668458045j),(4.822146784384595-1.1033315106350585j),113.5
(9.6420511978983-2.1679794016016736j),(-5.095190772978569+1.5597557710425107j),(-1.8020124462068736+0.4442145064697849j),(0.7546099814097573-0.23936634649553312j),(-3.387613093327472+0.5772294580818311j),(2.8780086131763767-1.29253863041615j),(7.464379056217014-1.2905237414987454j),(0.19771494106872467-0.2085702400655549j),(-12.97341190497753+2.2274021495466343j),(-1.7250886277631456+0.3509192293612351j),(4.891710581350772-1.0787055192988788j),113.60000000000001
(9.6965195257545-2.190510420396741j),(-5.147121383233525+1.5979949245305853j),(-1.8132644256477093+0.44601616537964617j),(0.7479702548527811-0.28315024321289606j),(-3.378712145939108+0.5200179892686396j),(2.9945597521555722-1.2088220254560937j),(7.425406658884594-1.3137027342603886j),(0.17066582890765147-0.2799475635593467j),(-12.93461347501302+2.1167617626060036j),(-1.724235810453278+0.40037550471514294j),(4.802832154789681-1.052125034190741j),113.7
(9.610738025716689-2.186689415950351j),(-5.134003842256341+1.6272490108443938j),(-1.8763618179594292+0.4282488492296097j),(0.7168212850692404-0.23405352942358348j),(-3.3803045391702504+0.5796077432583235j),(2.918111027263251-1.2323430150821144j),(7.448058404352288-1.2656060310897672j),(0.24479533873020376-0.34021625824738067j),(-12.970663079466576+2.161709090235753j),(-1.6924720949167664+0.336954011330171j),(4.850659595491919-1.1429492826140297j),113.80000000000001
(9.67286025728481-2.1377182406470006j),(-5.116338605385001+1.5421469614954901j),(-1.8046668026001065+0.4423757835230333j),(0.7211383568622676-0.28395285126440584j),(-3.3595952691542976+0.5458038866077048j),(2.97180671108174-1.2241281750865696j),(7.459339056148196-1.2778225383980057j),(0.22641445903248325-0.23161857682567444j),(-12.943620809534348+2.194201493620781j),(-1.7524319925998695+0.37223692144840115j),(4.80894756522977-1.1093172621647058j),113.9
(9.71018956046764-2.100052008563056j),(-5.0926086302546025+1.5732106615440364j),(-1.8974508465953406+0.41574244628572j),(0.773211503353-0.22959431663482732j),(-3.362006677873296+0.520168680281131j),(2.9397341040876057-1.2065565534979292j),(7.5051900085716845-1.3133895506945237j),(0.1872847465241474-0.2047555276523152j),(-12.977228801925975+2.1309643327813648j),(-1.7383625635462288+0.41205736617597655j),(4.8452851707062905-1.0616050947462856j),114.0
(9.717301761033031-2.103856600360401j),(-5.1693164015161415+1.5239589016481743j),(-1.9001250529443894+0.4079945306975503j),(0.7171416475080827-0.2727686975646147j),(-3.3919011561424677+0.5538883967367063j),(2.940980656582717-1.2354317075784529j),(7.454299621859684-1.2841273734754886j),(0.17709174747900044-0.24853998393433474j),(-13.003536418692665+2.0926860650498895j),(-1.7063743408230974+0.39488281567931693j),(4.878867999945134-1.0925596379373284j),114.10000000000001
(9.642110801572143-2.0653283478963615j),(-5.109877635180241+1.544309689769161j),(-1.863912180610317+0.3750043815360815j),(0.7758527896896048-0.26463988471115485j),(-3.3218505154848597+0.5326810907370039j),(2.908862859180971-1.171126355051813j),(7.494858201030851-1.2345486374064496j),(0.200682369382573-0.24532617367908394j),(-12.93276245072629+2.0941122684900586j),(-1.6855149940246719+0.3762554404342353j),(4.845097320359436-1.026119108838981j),114.2
(9.687260754371394-2.058551310933389j),(-5.154796723981123+1.476848697221713j),(-1.8301495405916923+0.46213398039269293j),(0.7436563271564545-0.24475711765163055j),(-3.3994008028350358+0.5145346025162438j),(2.939634291360136-1.1583680415077922j),(7.501867614821258-1.285806963503266j),(0.2371914218986788-0.19604951399800186j),(-12.935935584269988+2.0631983735840986j),(-1.75606426106145+0.3971040798193215j),(4.850567356204142-1.0297153565019412j),114.30000000000001
(9.644577894778884-2.0779553679220584j),(-5.159329426676793+1.5022259737295052j),(-1.8924613756829238+0.40935651446783083j),(0.7403747052840544-0.2653012064557103j),(-3.3779122621787963+0.5334599716338779j),(2.873761154394174-1.1445556337280167j),(7.469416312252184-1.22131601459167j),(0.12824951885139768-0.1389689858824994j),(-12.93216568643335+2.074393027677999j),(-1.6974505650841314+0.3649991234437273j),(4.856235883462752-1.0358950274034147j),114.4
(9.675847350672058-1.9991693496674827j),(-5.1452332626840995+1.5104394871503963j),(-1.8783593883968113+0.38561874113632655j),(0.751901348148726-0.24957258261471438j),(-3.3667015517411514+0.5131575090589922j),(2.975520263023791-1.1707019340659173j),(7.510862468594908-1.2230390126769137j),(0.1862356235168221-0.227779035810439j),(-12.942992356290947+2.0355735243990214j),(-1.719609486013539+0.35998875322424695j),(4.857761092029177-1.0123836252379075j),114.5
(9.66083701790726-2.009106747100926j),(-5.142487061132352+1.4804363758274803j),(-1.8686653734240917+0.3908956236383814j),(0.7405400742795756-0.2553818222419295j),(-3.3498440529590603+0.5030143181751043j),(2.929098577718105-1.1520212798019571j),(7.465923519794794-1.2339069243967202j),(0.18694566784477473-0.21720856112784226j),(-12.958038090769064+2.0320339124267814j),(-1.7178069514069154+0.34712976561126485j),(4.839569134192942-1.0406327863192257j),114.60000000000001
(9.659557494116857-1.9881044338056526j),(-5.15157607637946+1.4848937252142012j),(-1.866705533123536+0.37921339784844577j),(0.7505375431807018-0.24774382510616633j),(-3.3724198400907532+0.5145823081818293j),(2.92262590402834-1.1541970702710422j),(7.479511805546256-1.2082210025414195j),(0.18419872291980255-0.19487274461204152j),(-12.953762816874105+2.0214469896831258j),(-1.7037998776582697+0.3451612596491733j),(4.8546932406036944-1.0121793736378777j),114.7
(9.676209611683376-1.9619310302229707j),(-5.151521550873453+1.4575671518506184j),(-1.8707499689602685+0.3860179524855596j),(0.7405509422303709-0.24139428850266142j),(-3.3746353022975732+0.5011857271610829j),(2.9302002194327414-1.129130232766144j),(7.480426609638961-1.2022092138155465j),(0.20962031553624882-0.2028089948913081j),(-12.952584720009165+2.0136063382183345j),(-1.7160955976392138+0.3455133202913325j),(4.842368660854852-1.0095175928264837j),114.80000000000001
(9.67321154490525-1.9519786897273264j),(-5.155850007346444+1.4483723790578176j),(-1.874389095810523+0.385168121950211j),(0.7451113865999943-0.2425675368012179j),(-3.3720786025963108+0.4997506051542686j),(2.937885492180314-1.1223226478021147j),(7.482017677599448-1.1890972242907871j),(0.19734513156971545-0.2003282532420414j),(-12.94501804063519+2.0018316967648175j),(-1.7170753606347304+0.34519580014647566j),(4.848218634615635-1.0017681863072245j),114.9
(9.673014065197428-1.9345407239191799j),(-5.160304796914943+1.4368151994631413j),(-1.8755004312407397+0.38573295265150875j),(0.7433624187153782-0.24400937050638305j),(-3.369197026424004+0.496632665584702j),(2.9437197309469587-1.1142174322335592j),(7.472418493619742-1.1858496434187993j),(0.2025587685262913-0.2003531390701596j),(-12.94373085333898+1.9887479428547223j),(-1.713504824110816+0.3413419057061944j),(4.8528869032826165-0.9937286672513075j),115.0
(9.686228912166825-1.9185001901654637j),(-5.157376273087962+1.4305583165498348j),(-1.8645335702253956+0.38652276030796884j),(0.7431592037918315-0.24077192134670788j),(-3.375163211715102+0.4920751573547548j),(2.930665346949567-1.1183003359840198j),(7.47838834927289-1.173293026161311j),(0.17960314603291683-0.204411588865554j),(-12.948356771218155+1.9689313300153444j),(-1.7140170273621695+0.34371761553883573j),(4.848794820647861-0.9769745204344975j),115.10000000000001
(9.707564582390113-1.924490684182894j),(-5.140971616534383+1.4099011894184201j),(-1.8760011456595915+0.3589251321578004j),(0.7367433541012502-0.23584124749160784j),(-3.3888953962340205+0.49423465336775685j),(2.9395841035143917-1.0878827017030517j),(7.472927130613089-1.161300322029616j),(0.19688392896664908-0.18220200729620206j),(-12.944553900236395+1.943395671292933j),(-1.7218031018856692+0.3372104081848981j),(4.842584119748359-0.9812433417013526j),115.2
(9.651886423171597-1.8753610114987254j),(-5.169706693324237+1.4180402690858962j),(-1.8435784369032788+0.3778190828642156j),(0.7634794876754007-0.21435875854959185j),(-3.3828290440038824+0.47492254822156355j),(2.951583245351223-1.0743258607303021j),(7.465860057981132-1.1456025797533158j),(0.18413509939549044-0.18457656964368852j),(-12.958566417011632+1.9391889585449889j),(-1.7131706858718392+0.3292235766115468j),(4.828938266637351-0.9810215603586112j),115.30000000000001
